gcp_path,y_true,y_prob,config_name,fold_id,selected_threshold,y_true_error_analysis,prob_error_analysis,y_pred_error_analysis,error_type,sample_fold_id,sample_split,sample_gcp_path,sample_sample_id,sample_T_REC_dt,sample_HARPNUM,sample_NOAA_AR_clean,sample_label_48h_final,sample_year
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140320_0248_HARP3848_NOAA12005.npz,0,0.955353319644928,higher_dropout,test_2014,0.5975,0,0.955353319644928,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140320_0248_HARP3848_NOAA12005.npz,20140320_0248_HARP3848_NOAA12005,2014-03-20 02:48:00,3848.0,12005.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140320_2224_HARP3848_NOAA12005.npz,0,0.9475130438804626,higher_dropout,test_2014,0.5975,0,0.9475130438804626,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140320_2224_HARP3848_NOAA12005.npz,20140320_2224_HARP3848_NOAA12005,2014-03-20 22:24:00,3848.0,12005.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140321_0836_HARP3848_NOAA12005.npz,0,0.9411842823028564,higher_dropout,test_2014,0.5975,0,0.9411842823028564,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140321_0836_HARP3848_NOAA12005.npz,20140321_0836_HARP3848_NOAA12005,2014-03-21 08:36:00,3848.0,12005.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140320_1112_HARP3848_NOAA12005.npz,0,0.93886399269104,higher_dropout,test_2014,0.5975,0,0.93886399269104,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140320_1112_HARP3848_NOAA12005.npz,20140320_1112_HARP3848_NOAA12005,2014-03-20 11:12:00,3848.0,12005.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140313_0612_HARP3836_NOAA12002.npz,0,0.9310483932495116,higher_dropout,test_2014,0.5975,0,0.9310483932495116,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140313_0612_HARP3836_NOAA12002.npz,20140313_0612_HARP3836_NOAA12002,2014-03-13 06:12:00,3836.0,12002.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140613_1712_HARP4224_NOAA12091.npz,0,0.928844153881073,higher_dropout,test_2014,0.5975,0,0.928844153881073,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140613_1712_HARP4224_NOAA12091.npz,20140613_1712_HARP4224_NOAA12091,2014-06-13 17:12:00,4224.0,12091.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140605_0424_HARP4190_NOAA12079.npz,0,0.9272813200950624,higher_dropout,test_2014,0.5975,0,0.9272813200950624,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140605_0424_HARP4190_NOAA12079.npz,20140605_0424_HARP4190_NOAA12079,2014-06-05 04:24:00,4190.0,12079.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140317_1312_HARP3848_NOAA12005.npz,0,0.9272422790527344,higher_dropout,test_2014,0.5975,0,0.9272422790527344,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140317_1312_HARP3848_NOAA12005.npz,20140317_1312_HARP3848_NOAA12005,2014-03-17 13:12:00,3848.0,12005.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140604_2200_HARP4190_NOAA12079.npz,0,0.9261401295661926,higher_dropout,test_2014,0.5975,0,0.9261401295661926,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140604_2200_HARP4190_NOAA12079.npz,20140604_2200_HARP4190_NOAA12079,2014-06-04 22:00:00,4190.0,12079.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140301_0148_HARP3793_NOAA11990.npz,0,0.9252585768699646,higher_dropout,test_2014,0.5975,0,0.9252585768699646,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140301_0148_HARP3793_NOAA11990.npz,20140301_0148_HARP3793_NOAA11990,2014-03-01 01:48:00,3793.0,11990.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140426_1336_HARP4042_NOAA12045.npz,0,0.9243746995925904,higher_dropout,test_2014,0.5975,0,0.9243746995925904,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140426_1336_HARP4042_NOAA12045.npz,20140426_1336_HARP4042_NOAA12045,2014-04-26 13:36:00,4042.0,12045.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140113_1624_HARP3586_NOAA11948.npz,0,0.9233606457710266,higher_dropout,test_2014,0.5975,0,0.9233606457710266,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140113_1624_HARP3586_NOAA11948.npz,20140113_1624_HARP3586_NOAA11948,2014-01-13 16:24:00,3586.0,11948.0,0.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140616_1824_HARP4228_NOAA12090.npz,0,0.9200726747512816,higher_dropout,test_2014,0.5975,0,0.9200726747512816,1,FP,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140616_1824_HARP4228_NOAA12090.npz,20140616_1824_HARP4228_NOAA12090,2014-06-16 18:24:00,4228.0,12090.0,0.0,2014.0
